Start Time:  07-05-2024 12:19:27          Time Completed:  07-05-2024 12:35:19      Elapsed Time:  00:15:52
Sample ID:     

Experiment:    C:\IDEASVSM\LS_QC\Experiments\MvsH_1\MvsH_1.exp
Data File:     C:\IDEASVSM\LS_QC\80_P1_30.txt
Plot File:     C:\IDEASVSM\LS_QC\80_P1_30.oc2
VSM Exp File:  C:\IDEASVSM\LS_QC\Experiments\MvsH_1\MvsH_1.stp
VSM Data File: C:\IDEASVSM\LS_QC\80_P1_30.dat

***DATA***

Field(G)	 Moment(emu)	
 18999.2 	 0.833779 	
 17999.9 	 0.833266 	
 17000 	 0.831677 	
 16000 	 0.830965 	
 14999.9 	 0.828324 	
 14000 	 0.827274 	
 13000 	 0.824481 	
 12000 	 0.821912 	
 11000 	 0.818495 	
 9999.95 	 0.814865 	
 9000.01 	 0.81109 	
 7999.98 	 0.806097 	
 7000.02 	 0.800224 	
 6000.03 	 0.792987 	
 4999.99 	 0.783819 	
 4000.02 	 0.769136 	
 2999.91 	 0.745855 	
 2000 	 0.706446 	
 999.981 	 0.613945 	
 949.998 	 0.60669 	
 899.996 	 0.598545 	
 849.994 	 0.58936 	
 800.002 	 0.579779 	
 749.997 	 0.568672 	
 699.999 	 0.5569 	
 650.006 	 0.54435 	
 600.004 	 0.530502 	
 550.001 	 0.515014 	
 499.999 	 0.498049 	
 449.993 	 0.478946 	
 400.002 	 0.457461 	
 350.018 	 0.432597 	
 300.001 	 0.404516 	
 250 	 0.371771 	
 200.001 	 0.332592 	
 190.002 	 0.323823 	
 179.996 	 0.31463 	
 170.006 	 0.305027 	
 159.998 	 0.295059 	
 149.993 	 0.284189 	
 139.994 	 0.273357 	
 129.996 	 0.262179 	
 119.992 	 0.249872 	
 110.002 	 0.236988 	
 100.002 	 0.223225 	
 89.9998 	 0.209021 	
 79.9933 	 0.193587 	
 70.0011 	 0.177111 	
 59.9962 	 0.159312 	
 50.0001 	 0.140076 	
 39.989 	 0.118921 	
 29.9941 	 0.0956149 	
 19.9927 	 0.0695174 	
 17.9959 	 0.0639083 	
 15.9969 	 0.0580295 	
 14.0034 	 0.0520237 	
 11.9997 	 0.04591 	
 10.0025 	 0.039381 	
 8.00658 	 0.0327226 	
 6.0011 	 0.0255937 	
 4.00634 	 0.0182165 	
 2.00255 	 0.0101553 	
-0.000307477 	 0.00111928 	
-2.0057 	-0.00823185 	
-3.99895 	-0.0163853 	
-5.99511 	-0.0238684 	
-8.00906 	-0.030867 	
-10.0015 	-0.0376756 	
-12.0034 	-0.0440797 	
-14.0051 	-0.0502692 	
-16.0052 	-0.0561988 	
-17.998 	-0.0621138 	
-20.0043 	-0.0676631 	
-30.0022 	-0.0936282 	
-40.0039 	-0.116888 	

	
	
