Start Time:  08-05-2024 13:23:58          Time Completed:  08-05-2024 13:41:49      Elapsed Time:  00:17:50
Sample ID:     

Experiment:    C:\IDEASVSM\LS_QC\Experiments\MvsH_Giuliano_Cuarto\MvsH_Giuliano_Cuarto.exp
Data File:     C:\IDEASVSM\LS_QC\80_P1_300.txt
Plot File:     C:\IDEASVSM\LS_QC\80_P1_300.oc2
VSM Exp File:  C:\IDEASVSM\LS_QC\Experiments\MvsH_Giuliano_Cuarto\MvsH_Giuliano_Cuarto.stp
VSM Data File: C:\IDEASVSM\LS_QC\80_P1_300.dat

***DATA***

Field(G)	 Moment(emu)	
 18999.8 	 0.844412 	
 18000.7 	 0.844933 	
 17001.2 	 0.84293 	
 15999.9 	 0.84144 	
 15000.2 	 0.839966 	
 14000.1 	 0.838594 	
 12999.9 	 0.834941 	
 11999.9 	 0.832428 	
 11000.1 	 0.829244 	
 10000 	 0.82597 	
 9000 	 0.821849 	
 8000.14 	 0.817102 	
 6999.94 	 0.811064 	
 5999.99 	 0.804003 	
 5000.03 	 0.794863 	
 4000.01 	 0.780106 	
 3000.18 	 0.757973 	
 1999.97 	 0.719729 	
 999.971 	 0.631935 	
 949.986 	 0.624215 	
 900.007 	 0.616059 	
 849.989 	 0.607276 	
 800.005 	 0.598153 	
 749.998 	 0.587515 	
 700.002 	 0.576377 	
 649.963 	 0.564137 	
 599.998 	 0.550684 	
 549.998 	 0.535796 	
 500.001 	 0.519673 	
 450.003 	 0.501262 	
 400.013 	 0.4804 	
 350.02 	 0.456368 	
 300.007 	 0.428969 	
 250.004 	 0.396953 	
 200.003 	 0.358302 	
 180.001 	 0.340558 	
 160.005 	 0.320975 	
 139.998 	 0.299576 	
 119.981 	 0.275627 	
 99.9939 	 0.248699 	
 79.9938 	 0.217775 	
 60.0024 	 0.181959 	
 39.9977 	 0.138663 	
 19.9912 	 0.0839406 	
 18.9999 	 0.080826 	
 17.9989 	 0.0775885 	
 17.003 	 0.0742635 	
 16.0029 	 0.0709066 	
 15.0067 	 0.0674658 	
 13.9995 	 0.0639244 	
 12.9955 	 0.0603208 	
 11.9959 	 0.0567198 	
 11.0012 	 0.0529676 	
 9.99735 	 0.049113 	
 8.9992 	 0.0451932 	
 8.0043 	 0.0412236 	
 7.00034 	 0.037061 	
 6.00199 	 0.0327725 	
 4.99264 	 0.0283475 	
 3.99882 	 0.0236991 	
 2.99594 	 0.0189283 	
 2.00388 	 0.0138779 	
 0.990101 	 0.00843239 	
-0.000459031 	 0.00242844 	
-1.00485 	-0.00419758 	
-2.00248 	-0.010172 	
-3.01158 	-0.0154811 	
-3.99777 	-0.0204389 	
-5.00528 	-0.0250849 	
-6.00222 	-0.0295592 	
-6.99975 	-0.0339034 	
-7.99217 	-0.0381315 	
-9.00376 	-0.0422342 	
-9.99753 	-0.0461522 	
-11.0009 	-0.0500081 	
-11.9965 	-0.0537953 	
-13.0073 	-0.0574572 	
-14.0043 	-0.0610618 	
-15.0005 	-0.064566 	
-15.9971 	-0.0679785 	
-17.0063 	-0.0713732 	
-18.0022 	-0.0746707 	
-19.0032 	-0.0779541 	
-20.005 	-0.0811716 	

	
	
