Start Time:  22-05-2024 12:24:51          Time Completed:  22-05-2024 12:42:45      Elapsed Time:  00:17:53
Sample ID:     

Experiment:    C:\IDEASVSM\LS_QC\Experiments\MvsH_Giuliano_Cuarto\MvsH_Giuliano_Cuarto.exp
Data File:     C:\IDEASVSM\LS_QC\A_45a.txt
Plot File:     C:\IDEASVSM\LS_QC\A_45a.oc2
VSM Exp File:  C:\IDEASVSM\LS_QC\Experiments\MvsH_Giuliano_Cuarto\MvsH_Giuliano_Cuarto.stp
VSM Data File: C:\IDEASVSM\LS_QC\A_45a.dat

***DATA***

Field(G)	 Moment(emu)	
 19000 	 0.574503 	
 18000 	 0.574272 	
 17000 	 0.573787 	
 16000 	 0.572996 	
 15000 	 0.571893 	
 14000 	 0.570601 	
 13000 	 0.569113 	
 12000 	 0.567406 	
 11000 	 0.565436 	
 10000 	 0.563155 	
 8999.99 	 0.560463 	
 7999.97 	 0.557206 	
 7000.01 	 0.553252 	
 5999.98 	 0.548357 	
 5000.02 	 0.542122 	
 3999.98 	 0.531899 	
 2999.95 	 0.515972 	
 1999.99 	 0.486678 	
 999.995 	 0.412913 	
 950.001 	 0.406402 	
 900.001 	 0.39942 	
 850.002 	 0.391925 	
 800.004 	 0.383818 	
 749.998 	 0.375107 	
 699.997 	 0.365576 	
 650 	 0.35518 	
 600.007 	 0.34389 	
 550.009 	 0.331543 	
 499.999 	 0.318039 	
 449.998 	 0.303124 	
 399.995 	 0.286456 	
 350.007 	 0.267538 	
 299.999 	 0.246411 	
 249.998 	 0.222373 	
 199.994 	 0.194512 	
 179.997 	 0.182042 	
 159.994 	 0.168668 	
 139.996 	 0.154288 	
 120.01 	 0.138704 	
 99.9929 	 0.121736 	
 79.9986 	 0.103121 	
 60.0034 	 0.0824707 	
 39.9926 	 0.0592448 	
 19.9975 	 0.0325371 	
 18.995 	 0.0310979 	
 18.0039 	 0.0296142 	
 17.0056 	 0.0281375 	
 16.0022 	 0.0266525 	
 14.9996 	 0.0251615 	
 13.9988 	 0.0236171 	
 12.9999 	 0.0220856 	
 11.9915 	 0.02052 	
 10.9946 	 0.0189666 	
 9.99237 	 0.0173999 	
 8.99919 	 0.0157647 	
 8.00181 	 0.0141741 	
 6.999 	 0.0125051 	
 5.9964 	 0.0108508 	
 4.99399 	 0.00917698 	
 3.99286 	 0.00749957 	
 3.00755 	 0.00578189 	
 1.99756 	 0.00401052 	
 0.994264 	 0.00224541 	
 0.00812954 	 0.000478879 	
-1.00569 	-0.00129303 	
-1.99718 	-0.00305053 	
-2.99348 	-0.00481586 	
-4.00007 	-0.00653606 	
-5.0029 	-0.00822321 	
-6.00326 	-0.00990065 	
-6.99929 	-0.0115562 	
-8.00366 	-0.0131539 	
-8.99492 	-0.0147538 	
-9.99885 	-0.0163376 	
-11.0043 	-0.0179052 	
-11.996 	-0.0194839 	
-13.0004 	-0.0209918 	
-13.9956 	-0.0225474 	
-15.0012 	-0.0240535 	
-16.0055 	-0.025544 	
-16.9973 	-0.0270516 	
-17.9975 	-0.0285515 	
-18.9989 	-0.0300046 	
-19.9987 	-0.0314234 	

	
	
