Start Time:  21-05-2024 15:45:42          Time Completed:  21-05-2024 16:02:29      Elapsed Time:  00:16:46
Sample ID:     

Experiment:    C:\IDEASVSM\LS_QC\Experiments\MvsH_Giuliano_Cuarto\MvsH_Giuliano_Cuarto.exp
Data File:     C:\IDEASVSM\LS_QC\A_150.txt
Plot File:     C:\IDEASVSM\LS_QC\A_150.oc2
VSM Exp File:  C:\IDEASVSM\LS_QC\Experiments\MvsH_Giuliano_Cuarto\MvsH_Giuliano_Cuarto.stp
VSM Data File: C:\IDEASVSM\LS_QC\A_150.dat

***DATA***

Field(G)	 Moment(emu)	
 19000 	 0.549544 	
 18000 	 0.54933 	
 17000 	 0.54885 	
 16000 	 0.548079 	
 15000 	 0.547006 	
 14000 	 0.545737 	
 13000 	 0.544262 	
 12000 	 0.542572 	
 11000 	 0.540614 	
 10000 	 0.538325 	
 9000 	 0.535612 	
 8000.06 	 0.532321 	
 6999.94 	 0.528342 	
 6000.01 	 0.52338 	
 5000.02 	 0.517048 	
 3999.98 	 0.506726 	
 3000.18 	 0.490639 	
 2000 	 0.461185 	
 999.978 	 0.388394 	
 949.984 	 0.38203 	
 899.996 	 0.375213 	
 850.007 	 0.367881 	
 800.001 	 0.360024 	
 750.001 	 0.351551 	
 700.004 	 0.34229 	
 650.001 	 0.332238 	
 600 	 0.32129 	
 549.99 	 0.309334 	
 500.003 	 0.296286 	
 449.993 	 0.28189 	
 399.995 	 0.265843 	
 350.026 	 0.247709 	
 299.998 	 0.227524 	
 249.998 	 0.204637 	
 199.998 	 0.178248 	
 179.991 	 0.166501 	
 160.007 	 0.153939 	
 140.004 	 0.140468 	
 119.992 	 0.125934 	
 99.9973 	 0.110179 	
 79.9931 	 0.0929711 	
 59.9993 	 0.0740307 	
 39.9938 	 0.0528613 	
 19.9941 	 0.0287763 	
 18.9964 	 0.0275058 	
 17.9971 	 0.0261782 	
 16.9989 	 0.0248668 	
 15.9914 	 0.0235444 	
 14.9978 	 0.0221915 	
 14.0033 	 0.0208479 	
 12.9966 	 0.0194668 	
 12.0023 	 0.0181013 	
 11.0006 	 0.0167017 	
 10.0074 	 0.0153037 	
 9.0069 	 0.0139157 	
 7.99842 	 0.0124513 	
 6.99663 	 0.0110048 	
 6.00167 	 0.00953476 	
 4.99574 	 0.00810207 	
 3.99948 	 0.0065934 	
 2.99695 	 0.00510944 	
 1.99826 	 0.00357345 	
 1.00189 	 0.00206557 	
-0.000577902 	 0.000482986 	
-0.99549 	-0.0010622 	
-2.00022 	-0.00259682 	
-2.99819 	-0.00411586 	
-4.00407 	-0.00563846 	
-5.0018 	-0.00712409 	
-5.99882 	-0.00860173 	
-7.00056 	-0.0100346 	
-8.00151 	-0.0115109 	
-8.99651 	-0.0129487 	
-9.99922 	-0.0143383 	
-11.0049 	-0.0157082 	
-12.0038 	-0.0171164 	
-13.0038 	-0.0184696 	
-14.0028 	-0.0198276 	
-14.9981 	-0.0211736 	
-16.0051 	-0.0224964 	
-17.0001 	-0.0238203 	
-18.0044 	-0.0251263 	
-19.0027 	-0.0264219 	
-20.0024 	-0.0277132 	

	
	
