Start Time:  21-05-2024 10:42:10          Time Completed:  21-05-2024 10:59:12      Elapsed Time:  00:17:01
Sample ID:     

Experiment:    C:\IDEASVSM\LS_QC\Experiments\MvsH_Giuliano_Cuarto\MvsH_Giuliano_Cuarto.exp
Data File:     C:\IDEASVSM\LS_QC\A_345.txt
Plot File:     C:\IDEASVSM\LS_QC\A_345.oc2
VSM Exp File:  C:\IDEASVSM\LS_QC\Experiments\MvsH_Giuliano_Cuarto\MvsH_Giuliano_Cuarto.stp
VSM Data File: C:\IDEASVSM\LS_QC\A_345.dat

***DATA***

Field(G)	 Moment(emu)	
 19000 	 0.555376 	
 18000 	 0.555154 	
 17000 	 0.554673 	
 16000 	 0.553893 	
 15000 	 0.552806 	
 14000 	 0.551518 	
 13000 	 0.550022 	
 11999.8 	 0.548315 	
 11000 	 0.546321 	
 10000 	 0.543974 	
 8999.97 	 0.541188 	
 8000.01 	 0.537817 	
 7000.01 	 0.533725 	
 6000.02 	 0.528644 	
 5000 	 0.522123 	
 3999.99 	 0.511528 	
 3000.02 	 0.495008 	
 1999.99 	 0.464729 	
 999.996 	 0.389828 	
 949.988 	 0.383296 	
 899.992 	 0.376325 	
 850.002 	 0.368857 	
 799.999 	 0.360834 	
 750 	 0.35219 	
 700.006 	 0.342769 	
 649.996 	 0.332552 	
 599.991 	 0.32144 	
 549.993 	 0.30934 	
 499.997 	 0.296139 	
 449.995 	 0.281614 	
 401.669 	 0.265993 	
 350.011 	 0.247231 	
 300.003 	 0.22698 	
 249.999 	 0.204028 	
 199.996 	 0.177621 	
 179.994 	 0.165882 	
 159.996 	 0.153341 	
 140.004 	 0.139907 	
 120.001 	 0.1254 	
 100.001 	 0.109693 	
 79.9924 	 0.092556 	
 59.9974 	 0.0736871 	
 40.0004 	 0.0526025 	
 19.9997 	 0.028604 	
 19.0012 	 0.0273353 	
 17.9998 	 0.026034 	
 17.0001 	 0.0246862 	
 15.9962 	 0.02339 	
 14.9928 	 0.0220314 	
 14.0053 	 0.0206977 	
 12.9946 	 0.0193185 	
 11.9966 	 0.0179366 	
 10.9991 	 0.0165559 	
 10.0007 	 0.0151532 	
 9.00047 	 0.0137455 	
 7.99375 	 0.0123163 	
 7.00951 	 0.0108755 	
 5.99947 	 0.0094529 	
 4.99422 	 0.00797481 	
 3.99546 	 0.006502 	
 3.00539 	 0.00496107 	
 1.99472 	 0.00343643 	
 1.00439 	 0.00193536 	
-0.00444381 	 0.000374459 	
-0.994035 	-0.00119962 	
-1.99878 	-0.00272558 	
-3.00179 	-0.00423272 	
-4.00361 	-0.00570883 	
-5.00252 	-0.00718912 	
-6.00036 	-0.00864199 	
-6.99516 	-0.0100961 	
-7.99891 	-0.0115256 	
-8.99954 	-0.0129592 	
-10.0029 	-0.0143391 	
-10.9987 	-0.0157374 	
-12.0012 	-0.0171174 	
-13.0005 	-0.0184846 	
-13.9902 	-0.0198138 	
-15.0024 	-0.0212001 	
-16.001 	-0.0225039 	
-16.9995 	-0.0238191 	
-18.0055 	-0.0251067 	
-18.997 	-0.0264225 	
-20.0004 	-0.0276834 	

	
	
